age,education_level,years_of_experience,technical_test_score,interview_score,previous_employment,suitable_for_employment
58.0,PhD,29,47.1,8.5,Yes,Yes
63.0,Bachelor's,40,63.3,9.2,No,Yes
39.0,PhD,,56.0,6.4,Yes,Yes
58.0,Bachelor's,35,56.6,7.3,Yes,Yes
33.0,High School,14,88.7,4.7,Yes,No
46.0,Master's,20,38.8,9.9,Yes,Yes
65.0,Master's,41,74.3,6.2,Yes,Yes
47.0,Bachelor's,25,79.6,6.7,Yes,Yes
29.0,Bachelor's,6,62.2,5.7,Yes,No
52.0,High School,32,82.9,8.9,Yes,Yes
28.0,Bachelor's,6,68.0,6.9,No,No
63.0,Bachelor's,39,89.3,8.0,No,Yes
38.0,Bachelor's,16,34.6,7.2,No,No
38.0,Bachelor's,15,58.0,6.1,No,No
22.0,PhD,0,63.6,8.4,Yes,Yes
65.0,Bachelor's,42,11.6,7.2,Yes,No
37.0,Master's,13,43.3,4.6,Yes,No
,PhD,,48.7,4.5,,No
20.0,Bachelor's,0,84.0,6.8,Yes,Yes
61.0,High School,42,50.9,8.3,No,Yes
50.0,High School,30,48.6,9.8,No,Yes
26.0,Master's,0,81.3,2.9,Yes,No
26.0,Bachelor's,3,32.6,6.6,Yes,No
21.0,Bachelor's,0,23.6,7.5,Yes,No
,High School,,57.8,7.1,No,No
34.0,Bachelor's,11,36.0,8.5,Yes,No
51.0,Bachelor's,28,36.8,7.8,Yes,Yes
41.0,PhD,14,76.5,4.5,No,No
49.0,Bachelor's,25,82.5,4.5,,Yes
18.0,PhD,0,80.8,,Yes,Yes
25.0,PhD,0,87.2,8.5,,Yes
62.0,High School,,89.8,6.8,Yes,Yes
40.0,Bachelor's,18,22.4,3.3,No,No
64.0,Master's,40,74.0,4.4,Yes,Yes
57.0,,,54.4,7.9,No,No
29.0,Bachelor's,7,50.1,5.8,Yes,No
29.0,PhD,0,76.2,6.7,Yes,Yes
63.0,High School,43,30.4,8.6,No,Yes
64.0,Bachelor's,41,30.0,4.1,Yes,No
32.0,Bachelor's,9,77.7,5.7,Yes,No
58.0,Bachelor's,34,74.8,5.5,Yes,Yes
36.0,High School,18,67.7,7.2,No,No
43.0,Bachelor's,20,47.4,8.0,Yes,Yes
46.0,High School,27,79.9,3.5,Yes,No
39.0,Bachelor's,17,78.6,6.5,Yes,Yes
57.0,Master's,33,66.7,8.2,Yes,Yes
38.0,Master's,14,41.5,2.8,No,No
55.0,Bachelor's,33,56.5,6.4,Yes,Yes
37.0,Bachelor's,15,81.8,4.1,Yes,No
46.0,Bachelor's,22,91.5,5.2,Yes,Yes
21.0,High School,3,58.5,1.5,No,No
24.0,Bachelor's,1,60.0,9.3,Yes,Yes
45.0,High School,25,61.8,5.8,No,No
45.0,Master's,20,70.5,4.9,Yes,Yes
21.0,PhD,0,53.4,7.2,Yes,No
39.0,Bachelor's,16,7.1,4.4,Yes,No
29.0,Master's,5,88.9,4.2,Yes,No
62.0,High School,43,100.0,9.5,Yes,Yes
20.0,Bachelor's,0,52.8,10.0,Yes,Yes
39.0,Master's,15,43.7,5.3,Yes,No
61.0,Bachelor's,38,62.3,8.6,No,Yes
19.0,High School,0,61.2,7.2,No,No
41.0,Master's,16,84.9,3.7,Yes,Yes
51.0,Master's,25,66.1,4.6,Yes,Yes
44.0,Master's,18,49.1,9.6,No,Yes
58.0,Master's,,38.6,3.6,Yes,No
18.0,PhD,0,82.3,10.0,No,Yes
25.0,High School,5,77.0,5.4,Yes,No
40.0,High School,21,86.2,9.7,No,Yes
55.0,,,45.6,5.9,Yes,No
23.0,High School,5,100.0,8.1,Yes,Yes
39.0,Bachelor's,17,30.1,9.3,,Yes
42.0,Bachelor's,18,79.2,9.3,Yes,Yes
35.0,Bachelor's,11,26.8,5.3,Yes,No
34.0,Bachelor's,12,49.2,4.8,Yes,No
29.0,PhD,0,96.2,6.3,Yes,Yes
23.0,High School,5,81.6,3.9,Yes,No
43.0,Bachelor's,20,54.1,7.0,Yes,Yes
44.0,Master's,18,54.6,4.9,Yes,No
25.0,Master's,0,67.0,8.7,Yes,Yes
36.0,Bachelor's,14,75.3,5.4,Yes,No
59.0,High School,41,90.0,3.0,Yes,Yes
18.0,Bachelor's,0,55.9,9.3,No,No
46.0,High School,26,32.8,6.9,No,No
62.0,High School,43,68.1,6.6,Yes,Yes
52.0,Bachelor's,29,55.9,8.7,Yes,Yes
57.0,Bachelor's,33,39.0,8.2,Yes,Yes
31.0,Bachelor's,9,71.0,5.0,Yes,No
52.0,Bachelor's,29,60.7,5.6,Yes,Yes
65.0,PhD,37,71.1,4.3,Yes,Yes
62.0,PhD,35,47.1,3.6,Yes,Yes
37.0,Bachelor's,14,74.7,7.7,Yes,Yes
30.0,Bachelor's,8,38.7,7.3,Yes,No
55.0,Bachelor's,31,48.4,8.0,Yes,Yes
63.0,Bachelor's,41,60.1,9.1,Yes,Yes
25.0,Bachelor's,3,99.8,8.0,Yes,Yes
60.0,Bachelor's,37,80.7,8.2,Yes,Yes
37.0,Bachelor's,15,86.5,2.3,Yes,No
50.0,Bachelor's,28,93.3,5.9,Yes,Yes
43.0,High School,24,100.0,8.4,Yes,Yes
56.0,Bachelor's,34,65.8,4.2,No,No
38.0,,,93.4,6.7,Yes,Yes
59.0,Bachelor's,36,85.3,7.5,Yes,Yes
60.0,Bachelor's,36,84.9,7.4,Yes,Yes
58.0,Bachelor's,36,100.0,7.2,Yes,Yes
26.0,Bachelor's,2,56.6,7.7,No,No
41.0,Bachelor's,19,55.0,6.9,,Yes
54.0,Bachelor's,,71.4,3.6,,No
58.0,High School,38,61.3,7.5,Yes,Yes
34.0,Bachelor's,10,71.4,7.1,Yes,Yes
41.0,Bachelor's,18,96.3,3.6,No,No
38.0,Bachelor's,15,55.4,9.3,No,Yes
56.0,Master's,30,58.9,7.6,Yes,Yes
58.0,PhD,31,68.5,3.7,Yes,Yes
56.0,PhD,28,60.4,4.9,No,Yes
30.0,High School,12,26.7,5.4,Yes,No
28.0,PhD,0,53.4,5.4,Yes,No
63.0,Bachelor's,40,78.7,7.1,Yes,Yes
36.0,Bachelor's,13,93.8,4.5,Yes,Yes
28.0,High School,8,41.9,8.8,No,No
30.0,Master's,6,41.8,8.6,No,No
63.0,High School,43,65.6,7.7,Yes,Yes
62.0,Master's,37,23.5,6.6,Yes,Yes
18.0,High School,0,56.1,8.4,Yes,No
57.0,Bachelor's,33,30.3,5.9,Yes,No
61.0,Bachelor's,37,92.4,5.1,Yes,Yes
36.0,High School,18,49.6,8.9,Yes,Yes
29.0,High School,9,98.1,7.1,No,Yes
25.0,Bachelor's,1,87.3,5.1,Yes,No
25.0,High School,5,52.1,5.7,Yes,No
62.0,Bachelor's,38,43.6,5.0,Yes,Yes
29.0,Bachelor's,5,61.1,10.0,Yes,Yes
65.0,Master's,39,62.9,6.5,Yes,Yes
50.0,Bachelor's,26,71.9,6.8,Yes,Yes
62.0,High School,43,49.5,7.9,Yes,Yes
43.0,Bachelor's,19,79.9,4.1,Yes,No
56.0,Bachelor's,32,70.3,8.7,Yes,Yes
45.0,PhD,18,58.2,5.3,Yes,Yes
22.0,Master's,0,50.8,10.0,Yes,Yes
25.0,Bachelor's,1,61.3,5.9,Yes,No
42.0,High School,24,48.7,8.6,Yes,Yes
44.0,Master's,18,66.2,1.5,Yes,No
,Master's,,66.7,4.1,Yes,No
40.0,Master's,14,70.2,5.9,Yes,Yes
47.0,Master's,21,100.0,2.4,Yes,Yes
62.0,Bachelor's,38,62.4,7.7,Yes,Yes
64.0,,,85.1,7.1,Yes,Yes
40.0,Bachelor's,16,69.6,4.5,Yes,No
64.0,Bachelor's,42,60.2,6.5,Yes,Yes
37.0,Bachelor's,13,62.6,8.1,No,No
35.0,Bachelor's,13,63.8,2.3,Yes,No
35.0,Bachelor's,11,70.6,4.0,No,No
19.0,Bachelor's,0,45.8,5.8,Yes,No
21.0,Bachelor's,0,35.7,6.5,Yes,No
47.0,High School,27,78.1,6.4,No,Yes
50.0,Bachelor's,27,83.0,8.3,No,Yes
53.0,Master's,28,79.9,7.5,Yes,Yes
,Master's,,68.1,7.9,Yes,Yes
54.0,Bachelor's,31,80.3,3.7,Yes,Yes
36.0,Bachelor's,12,79.3,6.8,No,No
64.0,High School,45,80.8,5.9,Yes,Yes
45.0,Bachelor's,23,47.8,9.4,Yes,Yes
57.0,,,43.1,6.8,Yes,No
37.0,Bachelor's,13,57.2,5.2,Yes,No
50.0,Master's,25,64.7,8.2,No,Yes
29.0,Bachelor's,5,60.2,7.6,No,No
32.0,High School,13,27.5,4.9,Yes,No
58.0,High School,40,99.4,5.8,Yes,Yes
56.0,Bachelor's,32,59.5,5.8,No,Yes
19.0,Bachelor's,0,68.5,9.0,Yes,Yes
46.0,Master's,21,89.9,6.9,Yes,Yes
,Bachelor's,,18.1,8.0,Yes,No
27.0,Bachelor's,5,54.8,5.5,Yes,No
19.0,Bachelor's,0,57.3,7.2,No,No
28.0,Bachelor's,5,58.3,9.1,Yes,Yes
30.0,Bachelor's,8,61.5,5.8,Yes,No
27.0,Bachelor's,5,93.9,6.7,No,Yes
31.0,Bachelor's,9,78.5,3.8,Yes,No
35.0,Bachelor's,13,84.2,5.0,Yes,Yes
26.0,Master's,0,65.9,5.8,No,No
56.0,Bachelor's,32,37.0,4.4,Yes,No
,High School,,23.4,9.1,Yes,No
20.0,High School,2,34.4,4.8,Yes,No
37.0,High School,18,72.2,8.1,Yes,Yes
23.0,Bachelor's,0,65.6,6.9,No,No
44.0,,,60.8,6.6,Yes,Yes
19.0,High School,1,57.6,9.5,No,No
46.0,Bachelor's,24,100.0,2.0,Yes,Yes
55.0,Bachelor's,32,48.5,6.1,No,No
,High School,,83.6,4.3,Yes,No
33.0,Bachelor's,11,65.0,2.6,Yes,No
47.0,Master's,23,63.8,4.1,No,No
57.0,PhD,28,88.5,6.5,Yes,Yes
19.0,Bachelor's,0,94.3,5.0,Yes,No
34.0,High School,16,60.2,8.3,No,No
58.0,Master's,34,81.0,6.1,No,Yes
,Bachelor's,,72.3,5.9,No,No
52.0,High School,32,65.1,5.9,Yes,Yes
60.0,Master's,36,69.1,6.3,Yes,Yes
18.0,Bachelor's,0,51.2,5.7,Yes,No
62.0,PhD,33,58.9,4.8,Yes,Yes
32.0,Master's,7,53.4,8.5,Yes,Yes
43.0,Bachelor's,19,83.0,5.3,,Yes
54.0,Master's,29,63.1,5.7,Yes,Yes
38.0,Bachelor's,15,39.0,7.4,Yes,No
48.0,Bachelor's,24,50.5,7.1,Yes,Yes
42.0,Master's,18,1.0,4.7,Yes,No
40.0,Bachelor's,16,55.1,8.0,No,No
41.0,Master's,16,65.8,7.6,Yes,Yes
55.0,Master's,29,62.3,6.9,Yes,Yes
45.0,PhD,16,100.0,5.6,,Yes
38.0,Master's,13,76.5,5.7,Yes,Yes
60.0,Bachelor's,36,75.6,6.1,Yes,Yes
35.0,High School,15,,4.0,Yes,No
,Master's,,57.7,6.4,Yes,Yes
52.0,Bachelor's,29,55.3,8.3,No,Yes
62.0,Bachelor's,40,49.3,8.3,Yes,Yes
26.0,High School,7,49.0,5.7,Yes,No
55.0,Master's,30,28.8,8.6,Yes,Yes
47.0,Master's,21,39.5,10.0,No,Yes
61.0,Bachelor's,38,82.5,5.9,Yes,Yes
51.0,Bachelor's,27,62.1,7.9,No,Yes
49.0,Bachelor's,25,54.9,,No,No
20.0,Bachelor's,0,64.9,4.0,Yes,No
20.0,Bachelor's,0,88.3,6.7,Yes,Yes
45.0,Bachelor's,22,65.1,4.5,Yes,No
61.0,Bachelor's,37,75.8,10.0,Yes,Yes
,Bachelor's,,48.1,7.7,Yes,Yes
58.0,Bachelor's,36,52.6,8.4,No,Yes
40.0,Bachelor's,18,72.1,6.4,Yes,Yes
57.0,PhD,29,100.0,4.5,Yes,Yes
28.0,High School,8,93.6,5.5,Yes,No
65.0,Bachelor's,41,76.7,7.0,Yes,Yes
49.0,Bachelor's,26,68.0,5.2,No,No
53.0,High School,35,93.0,7.8,Yes,Yes
50.0,Bachelor's,27,80.9,7.9,Yes,Yes
41.0,Bachelor's,18,19.1,6.5,Yes,No
56.0,Bachelor's,32,43.9,2.8,No,No
51.0,Bachelor's,28,71.8,9.9,Yes,Yes
45.0,Master's,21,29.3,6.1,Yes,No
54.0,Bachelor's,31,47.0,10.0,No,Yes
24.0,High School,4,51.0,7.8,No,No
21.0,Master's,0,59.9,6.1,Yes,No
,High School,,59.3,7.4,Yes,No
18.0,Master's,0,59.2,2.5,No,No
18.0,PhD,0,81.5,8.6,No,Yes
64.0,Bachelor's,41,59.7,10.0,Yes,Yes
37.0,PhD,9,57.3,2.3,Yes,No
36.0,Master's,10,38.0,5.9,Yes,No
46.0,PhD,18,85.5,6.3,Yes,Yes
27.0,Bachelor's,5,51.6,8.3,Yes,No
35.0,High School,17,43.3,10.0,Yes,Yes
45.0,Master's,19,69.3,7.3,No,Yes
52.0,High School,32,49.7,10.0,Yes,Yes
60.0,High School,40,54.5,6.8,No,Yes
64.0,Bachelor's,41,70.2,7.4,Yes,Yes
48.0,Bachelor's,26,58.5,7.2,Yes,Yes
44.0,Bachelor's,22,100.0,8.9,Yes,Yes
28.0,Master's,4,63.5,5.7,Yes,No
55.0,PhD,26,77.4,8.1,Yes,Yes
22.0,High School,2,26.2,4.0,Yes,No
25.0,PhD,,47.8,5.9,No,No
51.0,PhD,22,43.3,5.2,Yes,No
65.0,High School,47,45.9,6.7,No,No
29.0,Bachelor's,6,73.3,5.9,No,No
55.0,Master's,29,85.7,8.8,No,Yes
18.0,Bachelor's,0,71.9,4.7,Yes,No
48.0,Master's,24,60.5,3.0,No,No
21.0,Master's,0,52.4,3.8,Yes,No
62.0,Bachelor's,38,87.3,8.5,No,Yes
22.0,High School,2,100.0,4.6,Yes,No
47.0,Bachelor's,,67.7,7.3,Yes,Yes
41.0,High School,22,83.8,5.9,No,No
20.0,Bachelor's,0,71.9,8.1,Yes,Yes
28.0,Master's,2,80.1,6.0,Yes,Yes
62.0,Bachelor's,40,41.7,10.0,Yes,Yes
21.0,PhD,0,55.2,10.0,Yes,Yes
43.0,Bachelor's,19,72.9,5.9,No,No
44.0,Master's,18,89.2,5.6,Yes,Yes
63.0,Bachelor's,39,48.6,10.0,No,Yes
60.0,PhD,31,24.3,4.3,Yes,No
44.0,Master's,20,55.0,6.4,Yes,Yes
59.0,High School,40,85.2,6.5,Yes,Yes
23.0,PhD,0,33.3,6.5,Yes,No
32.0,Bachelor's,9,41.5,3.0,No,No
47.0,High School,28,68.1,7.5,No,Yes
59.0,Bachelor's,35,62.7,4.6,Yes,Yes
54.0,Master's,28,76.9,9.4,Yes,Yes
54.0,Bachelor's,30,40.4,3.6,Yes,No
59.0,Bachelor's,37,58.5,6.6,,Yes
54.0,Master's,28,,2.1,No,No
52.0,Master's,27,41.1,2.2,No,No
40.0,Bachelor's,17,94.5,4.8,Yes,Yes
23.0,High School,5,43.7,5.1,No,No
21.0,Bachelor's,0,82.0,9.4,Yes,Yes
,Master's,,57.5,6.4,Yes,Yes
26.0,Master's,0,42.1,9.1,No,No
,Bachelor's,,55.1,5.7,Yes,No
30.0,Bachelor's,8,75.9,7.7,Yes,Yes
64.0,High School,46,64.9,5.0,Yes,Yes
34.0,Master's,8,87.4,4.9,Yes,Yes
62.0,High School,42,93.7,2.9,Yes,Yes
,High School,,41.3,7.2,Yes,No
65.0,High School,46,39.9,7.0,Yes,Yes
39.0,Bachelor's,15,38.9,8.1,Yes,No
21.0,Bachelor's,0,47.0,6.9,Yes,No
22.0,Bachelor's,0,87.1,10.0,Yes,Yes
54.0,PhD,26,76.2,6.9,Yes,Yes
58.0,High School,39,54.1,8.5,No,Yes
30.0,Bachelor's,7,64.8,5.9,No,No
51.0,,,93.1,4.7,Yes,Yes
62.0,Bachelor's,40,100.0,7.9,No,Yes
39.0,Bachelor's,16,70.2,6.3,Yes,Yes
40.0,High School,22,11.8,,Yes,No
20.0,Master's,0,70.9,7.2,Yes,Yes
59.0,Bachelor's,36,83.7,4.9,Yes,Yes
51.0,Master's,26,69.5,8.6,Yes,Yes
49.0,Bachelor's,25,79.5,4.8,Yes,Yes
62.0,Bachelor's,40,72.1,7.8,Yes,Yes
38.0,Master's,13,40.3,9.1,Yes,Yes
63.0,PhD,34,47.3,5.7,Yes,Yes
61.0,High School,43,58.6,8.8,Yes,Yes
38.0,Master's,14,86.3,7.3,Yes,Yes
61.0,Bachelor's,37,49.7,8.2,Yes,Yes
28.0,Bachelor's,6,74.1,4.8,Yes,No
56.0,Bachelor's,32,71.1,6.9,No,Yes
21.0,Bachelor's,0,96.7,3.7,Yes,No
18.0,Bachelor's,0,64.2,9.9,Yes,Yes
45.0,Bachelor's,23,29.9,2.5,Yes,No
41.0,High School,23,77.9,5.8,No,No
52.0,High School,33,100.0,4.6,Yes,Yes
30.0,PhD,1,79.2,7.8,Yes,Yes
64.0,PhD,36,49.2,10.0,Yes,Yes
51.0,Master's,,43.4,7.8,Yes,Yes
28.0,Bachelor's,4,45.9,10.0,Yes,Yes
53.0,Bachelor's,29,100.0,3.7,Yes,Yes
34.0,Master's,9,58.5,3.9,Yes,No
52.0,PhD,24,51.7,4.7,Yes,Yes
35.0,Bachelor's,13,61.8,6.7,Yes,No
57.0,Master's,32,58.7,4.4,No,No
39.0,PhD,10,96.4,5.0,Yes,Yes
41.0,Master's,15,44.7,7.7,No,No
36.0,High School,16,88.6,4.0,No,No
54.0,High School,35,67.4,4.2,No,No
56.0,Bachelor's,34,89.1,5.7,No,Yes
38.0,Bachelor's,15,,5.9,Yes,No
25.0,High School,7,66.7,8.5,No,No
,Bachelor's,,58.7,4.7,Yes,No
22.0,Master's,0,66.3,5.1,No,No
34.0,Bachelor's,10,63.1,7.7,Yes,Yes
54.0,Bachelor's,32,31.9,8.1,Yes,Yes
53.0,Bachelor's,30,96.0,9.4,No,Yes
36.0,Bachelor's,12,69.9,7.4,Yes,Yes
44.0,Master's,20,41.7,6.8,No,No
51.0,High School,33,23.6,7.7,Yes,No
28.0,Master's,2,18.4,6.0,Yes,No
62.0,Bachelor's,38,80.4,6.0,Yes,Yes
64.0,High School,45,52.6,3.0,Yes,No
29.0,Master's,4,55.9,8.3,No,No
38.0,Bachelor's,14,74.8,6.9,No,No
28.0,Bachelor's,5,54.7,8.1,No,No
56.0,Bachelor's,32,75.9,0.9,No,No
45.0,Bachelor's,21,66.9,6.4,Yes,Yes
22.0,Bachelor's,0,63.3,4.8,Yes,No
34.0,Master's,9,33.5,9.5,Yes,Yes
37.0,High School,19,48.6,7.7,Yes,No
58.0,PhD,31,77.1,7.0,Yes,Yes
63.0,,,51.4,,Yes,No
29.0,High School,10,89.1,7.3,Yes,Yes
23.0,High School,4,100.0,4.6,Yes,No
34.0,Bachelor's,11,78.1,6.3,Yes,Yes
36.0,Bachelor's,14,94.9,5.3,Yes,Yes
43.0,High School,,79.4,10.0,No,Yes
65.0,High School,47,,9.4,Yes,Yes
61.0,Master's,37,69.0,8.6,Yes,Yes
61.0,High School,43,100.0,3.5,No,Yes
49.0,Master's,25,54.5,8.2,Yes,Yes
23.0,Bachelor's,0,44.2,6.9,Yes,No
53.0,Bachelor's,30,42.3,8.9,No,Yes
55.0,Bachelor's,32,60.6,7.1,Yes,Yes
28.0,High School,8,44.9,6.5,Yes,No
50.0,Master's,25,98.5,7.0,Yes,Yes
41.0,High School,23,69.3,2.9,Yes,No
40.0,Bachelor's,16,84.4,5.0,Yes,Yes
32.0,Bachelor's,10,59.0,7.2,Yes,No
44.0,High School,24,42.2,,No,No
28.0,Bachelor's,6,38.8,5.4,Yes,No
34.0,Master's,9,46.8,6.4,Yes,No
31.0,,,72.0,3.3,Yes,No
44.0,PhD,16,75.4,9.4,No,Yes
35.0,Master's,10,77.1,8.7,Yes,Yes
45.0,Bachelor's,21,35.2,7.8,Yes,No
64.0,Bachelor's,41,65.0,7.3,Yes,Yes
64.0,Bachelor's,,44.5,9.6,Yes,Yes
21.0,Bachelor's,0,73.0,4.9,Yes,No
24.0,Bachelor's,1,74.6,4.7,Yes,No
62.0,PhD,35,41.6,8.6,Yes,Yes
52.0,Bachelor's,29,84.4,8.5,Yes,Yes
65.0,Bachelor's,43,100.0,4.1,Yes,Yes
26.0,Bachelor's,2,81.7,5.4,Yes,No
25.0,Bachelor's,2,61.7,9.9,Yes,Yes
62.0,Master's,36,58.7,7.3,Yes,Yes
,Bachelor's,,60.8,8.1,No,Yes
34.0,High School,14,49.8,,Yes,No
50.0,High School,32,70.0,7.8,No,Yes
49.0,Master's,24,42.2,3.7,Yes,No
25.0,Bachelor's,1,27.2,2.5,Yes,No
36.0,PhD,9,69.4,8.0,No,Yes
55.0,High School,37,65.4,9.4,Yes,Yes
20.0,Bachelor's,0,53.6,6.0,Yes,No
22.0,High School,3,39.3,5.4,,No
30.0,Bachelor's,7,70.8,9.9,Yes,Yes
64.0,Bachelor's,42,45.2,6.1,No,Yes
63.0,High School,44,62.2,6.4,Yes,Yes
48.0,Bachelor's,26,100.0,9.9,No,Yes
33.0,Bachelor's,10,78.0,5.8,No,No
49.0,Bachelor's,26,37.6,5.2,Yes,No
39.0,Bachelor's,17,39.5,8.1,Yes,No
46.0,Master's,22,68.0,5.1,Yes,Yes
39.0,High School,20,37.5,6.2,Yes,No
60.0,Bachelor's,38,25.0,3.9,Yes,No
20.0,,,75.6,6.9,Yes,Yes
27.0,Master's,3,71.4,6.6,Yes,Yes
59.0,Master's,35,74.0,8.4,Yes,Yes
38.0,Bachelor's,16,70.3,8.2,Yes,Yes
33.0,Bachelor's,10,63.7,7.6,Yes,Yes
29.0,Master's,3,51.8,7.3,Yes,No
19.0,PhD,0,75.3,6.4,No,No
58.0,Bachelor's,36,95.6,7.7,No,Yes
41.0,PhD,14,55.0,4.3,Yes,No
52.0,Bachelor's,29,44.6,1.8,No,No
47.0,Master's,23,42.3,8.8,Yes,Yes
47.0,Bachelor's,24,47.7,7.8,No,No
64.0,Bachelor's,40,69.1,6.2,Yes,Yes
52.0,High School,34,22.2,8.6,Yes,No
36.0,Master's,10,73.8,5.0,Yes,No
25.0,PhD,0,77.9,5.1,Yes,No
43.0,Bachelor's,21,29.0,4.8,No,No
57.0,Bachelor's,35,45.4,7.6,Yes,Yes
24.0,High School,5,66.6,3.3,Yes,No
47.0,Bachelor's,24,62.1,5.0,Yes,No
24.0,Bachelor's,2,75.4,7.1,Yes,No
20.0,Bachelor's,0,62.2,4.1,Yes,No
18.0,PhD,0,90.3,5.2,No,No
53.0,High School,33,58.6,2.1,Yes,No
42.0,High School,24,45.3,7.7,Yes,No
54.0,Bachelor's,31,43.7,5.1,No,No
18.0,Bachelor's,0,79.7,4.3,Yes,No
32.0,Master's,6,65.6,3.9,Yes,No
54.0,Bachelor's,32,77.7,5.7,Yes,Yes
30.0,Bachelor's,8,77.3,3.3,Yes,No
57.0,Bachelor's,35,24.6,10.0,Yes,Yes
25.0,High School,7,42.2,1.7,Yes,No
22.0,Bachelor's,0,44.6,,Yes,No
26.0,High School,8,48.7,6.7,No,No
18.0,Bachelor's,0,56.6,4.9,Yes,No
53.0,Bachelor's,30,85.0,6.9,No,Yes
52.0,High School,34,89.0,4.9,Yes,Yes
19.0,High School,0,59.1,9.6,Yes,No
57.0,Bachelor's,35,60.0,4.3,Yes,Yes
40.0,Bachelor's,17,50.9,1.8,Yes,No
26.0,PhD,0,66.8,3.9,Yes,No
51.0,High School,32,69.1,7.3,Yes,Yes
63.0,High School,45,81.1,6.3,No,Yes
31.0,High School,13,81.0,8.0,Yes,Yes
21.0,Bachelor's,0,19.0,7.5,Yes,No
47.0,Bachelor's,25,61.9,5.2,Yes,Yes
48.0,Master's,24,92.7,5.5,No,Yes
55.0,Bachelor's,33,56.2,5.7,Yes,Yes
28.0,High School,10,87.8,10.0,,Yes
52.0,Bachelor's,28,58.9,7.9,No,Yes
25.0,PhD,0,68.5,10.0,No,Yes
20.0,Bachelor's,0,42.3,8.2,Yes,No
31.0,Bachelor's,7,43.0,6.4,Yes,No
30.0,PhD,3,79.5,4.5,Yes,No
62.0,Master's,37,82.6,6.9,No,Yes
49.0,Master's,24,65.5,6.4,Yes,Yes
51.0,Bachelor's,29,40.4,6.3,Yes,No
62.0,Bachelor's,38,65.9,6.1,Yes,Yes
36.0,High School,17,90.1,2.4,Yes,No
55.0,Bachelor's,33,99.9,9.0,Yes,Yes
33.0,High School,15,58.7,6.4,Yes,No
19.0,Master's,0,31.8,3.7,Yes,No
57.0,Master's,32,81.8,7.5,No,Yes
34.0,Bachelor's,12,59.5,4.8,No,No
51.0,High School,32,83.9,7.6,No,Yes
59.0,High School,41,70.6,8.3,No,Yes
33.0,Master's,9,47.3,8.5,Yes,Yes
55.0,Bachelor's,33,66.2,6.2,Yes,Yes
19.0,Master's,0,91.2,5.7,Yes,Yes
19.0,Bachelor's,0,62.0,5.2,Yes,No
43.0,Bachelor's,19,44.3,5.1,Yes,No
30.0,Master's,,33.2,6.5,Yes,No
64.0,Bachelor's,40,49.6,6.1,No,Yes
48.0,Bachelor's,24,56.8,4.8,Yes,No
51.0,Master's,26,81.4,4.2,Yes,Yes
56.0,High School,37,42.6,6.3,Yes,No
20.0,,,96.1,5.6,No,Yes
25.0,Bachelor's,2,38.3,4.2,No,No
40.0,High School,21,100.0,8.2,Yes,Yes
31.0,Master's,5,99.5,10.0,Yes,Yes
44.0,Master's,18,67.8,8.4,Yes,Yes
46.0,Master's,21,32.0,5.1,No,No
56.0,Bachelor's,32,63.9,6.4,Yes,Yes
56.0,High School,38,57.3,9.6,No,Yes
18.0,Bachelor's,0,39.5,4.2,,No
34.0,Master's,10,70.8,8.1,Yes,Yes
58.0,High School,39,48.5,3.6,Yes,No
47.0,Bachelor's,,50.7,9.9,No,Yes
30.0,Master's,4,60.9,5.6,No,No
38.0,Bachelor's,15,53.5,10.0,No,Yes
36.0,Bachelor's,12,100.0,10.0,Yes,Yes
36.0,Bachelor's,12,54.3,6.3,Yes,No
42.0,Master's,16,73.8,5.1,No,No
39.0,High School,19,67.9,6.9,Yes,Yes
48.0,,,72.1,6.1,No,No
34.0,Bachelor's,12,73.6,5.7,Yes,No
40.0,PhD,13,82.6,3.2,No,No
49.0,High School,30,70.3,5.5,No,No
27.0,High School,9,69.5,4.3,Yes,No
27.0,Master's,2,66.2,7.6,Yes,Yes
53.0,Master's,28,62.2,8.5,Yes,Yes
25.0,Bachelor's,1,46.8,8.0,Yes,No
37.0,Master's,11,63.8,7.2,Yes,Yes
49.0,Master's,23,69.8,4.8,Yes,Yes
31.0,High School,11,73.0,6.9,Yes,No
45.0,Bachelor's,21,68.6,8.1,Yes,Yes
63.0,Master's,37,60.3,5.3,No,Yes
41.0,Bachelor's,19,63.9,6.7,Yes,Yes
32.0,Bachelor's,9,53.9,6.2,No,No
39.0,Master's,14,71.3,9.8,Yes,Yes
47.0,Bachelor's,23,60.6,8.2,No,Yes
21.0,High School,3,68.6,7.7,,No
30.0,PhD,1,85.0,3.1,Yes,No
40.0,Bachelor's,,50.8,6.8,Yes,No
25.0,Master's,1,76.9,6.2,No,No
35.0,Master's,10,65.7,6.2,Yes,Yes
29.0,High School,10,100.0,3.4,Yes,No
48.0,High School,30,60.7,4.3,No,No
31.0,Bachelor's,8,78.9,6.4,Yes,Yes
51.0,Bachelor's,29,65.3,8.7,Yes,Yes
35.0,Bachelor's,13,37.2,5.3,Yes,No
51.0,Bachelor's,29,54.6,5.7,Yes,Yes
28.0,Bachelor's,5,82.6,10.0,Yes,Yes
58.0,High School,38,56.3,5.9,Yes,Yes
29.0,Bachelor's,6,20.6,6.2,Yes,No
32.0,Bachelor's,8,64.4,6.3,Yes,No
48.0,Bachelor's,25,43.2,3.8,Yes,No
